product_sku,category_code,warehouse_code,quantity,transaction_type
SKU09533,CAT0491,WH0061,-16,OUT
SKU04815,CAT0232,WH0698,-12,OUT
SKU07928,CAT0265,WH0145,14,IN
SKU06973,CAT0886,WH0246,18,IN
SKU01936,CAT0895,WH0187,20,IN
SKU03789,CAT0600,WH0128,15,IN
SKU07749,CAT0542,WH0269,-13,OUT
SKU09617,CAT0457,WH0965,-7,OUT
SKU03587,CAT0586,WH0705,1,IN
SKU06229,CAT0691,WH0746,-11,OUT
SKU07668,CAT0242,WH0498,-12,OUT
SKU07271,CAT0932,WH0917,-6,OUT
SKU08962,CAT0401,WH0944,-13,OUT
SKU01665,CAT0865,WH0960,-7,OUT
SKU09810,CAT0867,WH0057,16,IN
SKU03061,CAT0185,WH0740,3,IN
SKU02786,CAT0454,WH0839,-17,OUT
SKU05931,CAT0738,WH0755,16,IN
SKU06891,CAT0163,WH0229,20,IN
SKU02655,CAT0326,WH0834,14,IN
SKU06355,CAT0762,WH0931,16,IN
SKU06982,CAT0417,WH0218,-4,OUT
SKU07850,CAT0843,WH0120,-9,OUT
SKU07349,CAT0822,WH0606,18,IN
SKU07400,CAT0189,WH0899,-19,OUT
SKU01739,CAT0171,WH0451,-10,OUT
SKU07736,CAT0088,WH0791,-14,OUT
SKU06458,CAT0088,WH0791,18,IN
SKU09799,CAT0035,WH0123,-10,OUT
SKU01931,CAT0365,WH0054,-4,OUT
SKU07759,CAT0378,WH0163,9,IN
SKU01659,CAT0233,WH0941,7,IN
SKU06718,CAT0178,WH0133,8,IN
SKU03195,CAT0011,WH0814,-8,OUT
SKU09948,CAT0502,WH0327,5,IN
SKU09128,CAT0720,WH0250,-1,OUT
SKU02938,CAT0919,WH0405,-13,OUT
SKU02910,CAT0327,WH0475,17,IN
SKU01455,CAT0367,WH0590,-5,OUT
SKU01463,CAT0013,WH0581,8,IN
SKU00503,CAT0789,WH0863,-3,OUT
SKU06766,CAT0652,WH0656,18,IN
SKU09828,CAT0721,WH0338,-7,OUT
SKU00080,CAT0233,WH0291,1,IN
SKU06547,CAT0871,WH0581,-2,OUT
SKU08778,CAT0132,WH0876,16,IN
SKU02436,CAT0253,WH0350,-7,OUT
SKU04522,CAT0545,WH0753,-19,OUT
SKU02510,CAT0503,WH0062,20,IN
SKU02734,CAT0243,WH0974,-1,OUT
SKU06353,CAT0507,WH0925,-6,OUT
SKU02742,CAT0428,WH0358,-5,OUT
SKU07720,CAT0840,WH0222,-17,OUT
SKU04075,CAT0547,WH0175,17,IN
SKU07728,CAT0239,WH0659,15,IN
SKU08907,CAT0887,WH0487,-12,OUT
SKU06364,CAT0067,WH0836,-8,OUT
SKU02801,CAT0142,WH0150,10,IN
SKU05293,CAT0972,WH0093,-5,OUT
SKU02700,CAT0008,WH0995,-11,OUT
SKU08796,CAT0357,WH0670,3,IN
SKU00253,CAT0940,WH0927,20,IN
SKU06111,CAT0375,WH0181,-1,OUT
SKU01106,CAT0394,WH0893,-16,OUT
SKU08174,CAT0402,WH0347,-20,OUT
SKU00237,CAT0052,WH0168,-17,OUT
SKU09462,CAT0849,WH0394,2,IN
SKU06336,CAT0233,WH0666,-14,OUT
SKU01094,CAT0699,WH0826,-2,OUT
SKU01615,CAT0984,WH0019,-15,OUT
SKU06904,CAT0296,WH0121,-15,OUT
SKU05943,CAT0086,WH0269,-15,OUT
SKU05258,CAT0772,WH0023,-9,OUT
SKU09211,CAT0794,WH0767,-13,OUT
SKU03954,CAT0891,WH0170,3,IN
SKU02015,CAT0183,WH0538,-4,OUT
SKU03357,CAT0930,WH0071,-16,OUT
SKU02704,CAT0896,WH0627,18,IN
SKU08462,CAT0789,WH0052,-15,OUT
SKU01478,CAT0169,WH0158,10,IN
SKU02646,CAT0065,WH0204,-1,OUT
SKU04367,CAT0709,WH0379,1,IN
SKU02852,CAT0779,WH0981,9,IN
SKU00675,CAT0367,WH0816,14,IN
SKU00308,CAT0802,WH0376,10,IN
SKU08440,CAT0697,WH0157,-20,OUT
SKU04514,CAT0341,WH0656,17,IN
SKU07280,CAT0695,WH0292,-16,OUT
SKU08312,CAT0566,WH0204,-13,OUT
SKU03088,CAT0083,WH0666,-18,OUT
SKU04746,CAT0109,WH0322,-5,OUT
SKU03199,CAT0251,WH0803,12,IN
SKU01585,CAT0701,WH0487,12,IN
SKU09987,CAT0931,WH0066,14,IN
SKU06863,CAT0261,WH0112,14,IN
SKU00752,CAT0510,WH0319,-18,OUT
SKU02647,CAT0366,WH0212,9,IN
SKU01546,CAT0378,WH0481,8,IN
SKU00611,CAT0985,WH0372,1,IN
SKU00828,CAT0690,WH0722,7,IN
SKU04179,CAT0119,WH0973,14,IN
SKU01998,CAT0444,WH0420,-14,OUT
SKU09768,CAT0089,WH0951,-5,OUT
SKU06100,CAT0280,WH0895,3,IN
SKU01494,CAT0819,WH0629,8,IN
SKU05618,CAT0774,WH0932,12,IN
SKU05018,CAT0247,WH0455,1,IN
SKU05908,CAT0863,WH0118,2,IN
SKU08834,CAT0403,WH0698,2,IN
SKU06381,CAT0510,WH0763,16,IN
SKU05637,CAT0412,WH0464,5,IN
SKU08972,CAT0741,WH0626,-1,OUT
SKU07405,CAT0232,WH0959,-16,OUT
SKU07085,CAT0547,WH0238,8,IN
SKU03389,CAT0983,WH0778,4,IN
SKU03304,CAT0553,WH0825,11,IN
SKU05053,CAT0747,WH0068,-7,OUT
SKU08792,CAT0445,WH0441,9,IN
SKU04403,CAT0306,WH0390,-1,OUT
SKU03239,CAT0899,WH0317,-2,OUT
SKU04798,CAT0693,WH0152,13,IN
SKU04033,CAT0857,WH0547,17,IN
SKU03456,CAT0702,WH0727,-13,OUT
SKU06624,CAT0153,WH0499,14,IN
SKU07645,CAT0258,WH0903,9,IN
SKU05289,CAT0262,WH0862,-17,OUT
SKU02122,CAT0054,WH0557,15,IN
SKU00505,CAT0708,WH0848,-10,OUT
SKU01007,CAT0123,WH0106,4,IN
SKU04527,CAT0337,WH0794,-12,OUT
SKU03306,CAT0538,WH0169,-5,OUT
SKU02516,CAT0017,WH0495,12,IN
SKU06309,CAT0704,WH0410,-14,OUT
SKU07144,CAT0427,WH0588,-4,OUT
SKU09039,CAT0782,WH0500,8,IN
SKU07595,CAT0762,WH0252,2,IN
SKU02297,CAT0647,WH0480,-11,OUT
SKU04995,CAT0750,WH0047,-8,OUT
SKU05179,CAT0067,WH0405,-6,OUT
SKU07847,CAT0244,WH0185,3,IN
SKU09843,CAT0569,WH0111,8,IN
SKU04449,CAT0046,WH0147,-1,OUT
SKU04162,CAT0160,WH0199,19,IN
SKU00886,CAT0054,WH0014,20,IN
SKU06806,CAT0264,WH0347,15,IN
SKU09835,CAT0358,WH0603,15,IN
SKU04997,CAT0843,WH0982,5,IN
SKU09096,CAT0407,WH0916,5,IN
SKU07577,CAT0033,WH0039,-13,OUT
SKU09741,CAT0565,WH0794,7,IN
SKU04703,CAT0241,WH0682,17,IN
SKU00876,CAT0137,WH0962,-6,OUT
SKU02104,CAT0872,WH0498,8,IN
SKU07537,CAT0626,WH0631,-7,OUT
SKU09128,CAT0720,WH0839,-16,OUT
SKU00255,CAT0091,WH0557,-7,OUT
SKU09215,CAT0848,WH0093,13,IN
SKU05027,CAT0042,WH0644,5,IN
SKU00399,CAT0342,WH0530,7,IN
SKU03814,CAT0018,WH0255,20,IN
SKU09021,CAT0667,WH0169,13,IN
SKU09218,CAT0768,WH0664,-2,OUT
SKU05777,CAT0253,WH0167,-6,OUT
SKU09594,CAT0501,WH0221,-7,OUT
SKU00520,CAT0789,WH0792,-11,OUT
SKU00444,CAT0349,WH0433,7,IN
SKU02924,CAT0444,WH0034,-4,OUT
SKU02686,CAT0019,WH0632,1,IN
SKU01744,CAT0418,WH0519,5,IN
SKU03412,CAT0047,WH0302,-12,OUT
SKU07429,CAT0145,WH0784,9,IN
SKU03695,CAT0075,WH0150,6,IN
SKU00325,CAT0227,WH0271,1,IN
SKU01165,CAT0849,WH0551,-13,OUT
SKU09809,CAT0896,WH0969,-19,OUT
SKU02359,CAT0338,WH0952,10,IN
SKU02662,CAT0530,WH0926,12,IN
SKU03060,CAT0720,WH0961,9,IN
SKU02001,CAT0371,WH0847,19,IN
SKU01180,CAT0672,WH0378,5,IN
SKU05210,CAT0069,WH0861,-7,OUT
SKU06752,CAT0111,WH0699,3,IN
SKU03074,CAT0140,WH0936,9,IN
SKU01616,CAT0889,WH0635,7,IN
SKU00748,CAT0774,WH0356,-17,OUT
SKU07813,CAT0943,WH0747,12,IN
SKU05585,CAT0724,WH0919,14,IN
SKU06556,CAT0129,WH0062,-15,OUT
SKU00385,CAT0681,WH0133,-4,OUT
SKU00661,CAT0887,WH0334,-20,OUT
SKU03199,CAT0251,WH0937,10,IN
SKU03326,CAT0890,WH0235,-8,OUT
SKU06874,CAT0309,WH0121,-18,OUT
SKU01750,CAT0216,WH0838,-3,OUT
SKU02753,CAT0365,WH0366,19,IN
SKU01845,CAT0759,WH0551,1,IN
SKU00852,CAT0099,WH0643,3,IN
SKU08283,CAT0608,WH0925,13,IN
SKU03700,CAT0386,WH0164,8,IN
SKU05723,CAT0862,WH0514,10,IN
SKU06906,CAT0298,WH0622,-17,OUT
SKU07446,CAT0803,WH0111,13,IN
SKU09063,CAT0486,WH0543,-5,OUT
SKU08609,CAT0231,WH0772,6,IN
SKU02208,CAT0570,WH0182,16,IN
SKU07740,CAT0969,WH0410,-16,OUT
SKU09514,CAT0658,WH0435,14,IN
SKU09168,CAT0616,WH0399,11,IN
SKU04790,CAT0695,WH0245,9,IN
SKU03281,CAT0500,WH0961,10,IN
SKU04397,CAT0422,WH0776,20,IN
SKU02518,CAT0359,WH0446,-20,OUT
SKU03232,CAT0856,WH0642,15,IN
SKU07167,CAT0301,WH0168,18,IN
SKU06906,CAT0298,WH0200,-8,OUT
SKU09789,CAT0784,WH0091,-14,OUT
SKU00033,CAT0069,WH0219,-6,OUT
SKU07124,CAT0820,WH0257,11,IN
SKU05433,CAT0594,WH0135,17,IN
SKU00840,CAT0797,WH0676,-5,OUT
SKU04371,CAT0637,WH0814,-3,OUT
SKU06082,CAT0735,WH0536,14,IN
SKU04390,CAT0207,WH0318,-5,OUT
SKU02583,CAT0338,WH0257,12,IN
SKU06165,CAT0156,WH0286,-17,OUT
SKU02350,CAT0896,WH0102,10,IN
SKU07065,CAT0311,WH0284,-2,OUT
SKU08887,CAT0823,WH0691,-18,OUT
SKU09528,CAT0593,WH0456,-4,OUT
SKU06913,CAT0115,WH0938,7,IN
SKU07523,CAT0413,WH0085,-9,OUT
SKU08941,CAT0238,WH0204,3,IN
SKU03691,CAT0161,WH0509,20,IN
SKU00369,CAT0680,WH0768,12,IN
SKU06535,CAT0019,WH0051,7,IN
SKU06916,CAT0852,WH0034,-19,OUT
SKU09356,CAT0966,WH0925,-10,OUT
SKU03743,CAT0584,WH0446,-4,OUT
SKU07489,CAT0458,WH0794,9,IN
SKU05980,CAT0906,WH0369,11,IN
SKU04555,CAT0317,WH0464,17,IN
SKU05814,CAT0189,WH0899,1,IN
SKU09201,CAT0002,WH0919,14,IN
SKU09438,CAT0074,WH0706,-4,OUT
SKU08333,CAT0854,WH0340,-17,OUT
SKU01248,CAT0477,WH0427,2,IN
SKU02952,CAT0978,WH0752,20,IN
SKU04195,CAT0515,WH0344,12,IN
SKU01901,CAT0072,WH0456,-6,OUT
SKU03304,CAT0553,WH0923,10,IN
SKU00353,CAT0628,WH0030,-16,OUT
SKU01468,CAT0459,WH0410,-19,OUT
SKU00921,CAT0726,WH0724,-4,OUT
SKU09974,CAT0187,WH0451,-16,OUT
SKU03197,CAT0262,WH0890,18,IN
SKU09234,CAT0838,WH0744,7,IN
SKU01097,CAT0667,WH0361,8,IN
SKU07249,CAT0073,WH0105,3,IN
SKU01947,CAT0784,WH0034,8,IN
SKU00378,CAT0754,WH0763,1,IN
SKU06640,CAT0670,WH0739,1,IN
SKU07260,CAT0538,WH0460,-1,OUT
SKU03386,CAT0163,WH0151,-11,OUT
SKU01748,CAT0278,WH0009,14,IN
SKU03361,CAT0917,WH0309,9,IN
SKU05218,CAT0780,WH0180,-5,OUT
SKU08907,CAT0887,WH0162,-7,OUT
SKU06934,CAT0497,WH0841,12,IN
SKU05349,CAT0372,WH0751,-18,OUT
SKU04193,CAT0889,WH0200,-6,OUT
SKU03431,CAT0997,WH0473,18,IN
SKU00230,CAT0873,WH0252,11,IN
SKU07364,CAT0609,WH0958,15,IN
SKU08485,CAT0958,WH0962,18,IN
SKU03712,CAT0217,WH0139,4,IN
SKU09518,CAT0626,WH0885,11,IN
SKU01732,CAT0619,WH0061,-8,OUT
SKU05667,CAT0081,WH0250,4,IN
SKU02273,CAT0602,WH0580,-1,OUT
SKU01830,CAT0761,WH0324,-17,OUT
SKU03968,CAT0997,WH0288,15,IN
SKU07583,CAT0746,WH0763,6,IN
SKU01900,CAT0332,WH0570,-19,OUT
SKU01608,CAT0329,WH0674,18,IN
SKU00546,CAT0348,WH0361,-1,OUT
SKU04591,CAT0885,WH0035,-18,OUT
SKU06125,CAT0348,WH0425,-4,OUT
SKU01974,CAT0648,WH0632,-1,OUT
SKU07804,CAT0248,WH0321,-13,OUT
SKU08876,CAT0419,WH0301,3,IN
SKU06219,CAT0064,WH0736,-20,OUT
SKU03781,CAT0916,WH0961,-6,OUT
SKU09856,CAT0192,WH0277,-12,OUT
SKU02266,CAT0049,WH0194,2,IN
SKU03096,CAT0697,WH0034,-11,OUT
SKU00255,CAT0091,WH0634,15,IN
SKU06907,CAT0244,WH0847,-13,OUT
SKU04699,CAT0108,WH0573,-19,OUT
SKU03769,CAT0617,WH0051,6,IN
SKU00781,CAT0141,WH0687,-4,OUT
SKU04827,CAT0776,WH0022,7,IN
SKU09282,CAT0597,WH0869,3,IN
SKU05152,CAT0391,WH0578,-13,OUT
SKU01296,CAT0948,WH0271,14,IN
SKU04529,CAT0716,WH0285,6,IN
SKU02966,CAT0176,WH0212,14,IN
SKU00417,CAT0625,WH0014,-12,OUT
SKU01945,CAT0871,WH0039,-9,OUT
SKU02875,CAT0012,WH0745,3,IN
SKU02568,CAT0745,WH0190,14,IN
SKU04212,CAT0383,WH0949,-9,OUT
SKU01931,CAT0365,WH0084,-4,OUT
SKU06322,CAT0101,WH0757,20,IN
SKU01969,CAT0256,WH0416,6,IN
SKU07901,CAT0112,WH0824,7,IN
SKU03283,CAT0477,WH0005,-1,OUT
SKU02178,CAT0742,WH0527,-7,OUT
SKU03955,CAT0683,WH0869,18,IN
SKU09342,CAT0367,WH0580,-8,OUT
SKU09726,CAT0557,WH0174,-19,OUT
SKU09562,CAT0728,WH0154,1,IN
SKU05149,CAT0566,WH0657,6,IN
SKU07554,CAT0822,WH0624,2,IN
SKU02614,CAT0414,WH0310,12,IN
SKU06890,CAT0698,WH0296,-14,OUT
SKU04575,CAT0499,WH0747,-20,OUT
SKU06737,CAT0647,WH0683,13,IN
SKU04519,CAT0020,WH0064,-3,OUT
SKU03721,CAT0673,WH0067,9,IN
SKU02489,CAT0001,WH0584,10,IN
SKU00607,CAT0798,WH0973,-14,OUT
SKU08689,CAT0444,WH0483,14,IN
SKU05999,CAT0749,WH0267,1,IN
SKU04057,CAT0611,WH0316,-11,OUT
SKU07176,CAT0581,WH0188,-15,OUT
SKU09768,CAT0089,WH0589,11,IN
SKU08038,CAT0881,WH0354,13,IN
SKU00021,CAT0782,WH0251,20,IN
SKU07144,CAT0427,WH0680,-10,OUT
SKU05579,CAT0944,WH0892,3,IN
SKU02510,CAT0503,WH0019,-1,OUT
SKU00371,CAT0337,WH0409,12,IN
SKU03481,CAT0427,WH0737,-17,OUT
SKU06913,CAT0115,WH0071,-18,OUT
SKU00610,CAT0747,WH0983,18,IN
SKU09689,CAT0159,WH0874,1,IN
SKU05159,CAT0107,WH0208,6,IN
SKU08110,CAT0405,WH0520,-3,OUT
SKU02582,CAT0887,WH0985,-3,OUT
SKU06578,CAT0002,WH0966,-8,OUT
SKU06981,CAT0067,WH0601,13,IN
SKU07677,CAT0855,WH0686,18,IN
SKU05682,CAT0102,WH0979,17,IN
SKU02194,CAT0594,WH0522,15,IN
SKU00900,CAT0217,WH0887,6,IN
SKU03635,CAT0356,WH0506,-14,OUT
SKU05667,CAT0081,WH0936,19,IN
SKU07230,CAT0557,WH0855,-17,OUT
SKU09062,CAT0809,WH0273,-3,OUT
SKU06325,CAT0789,WH0485,-13,OUT
SKU07959,CAT0008,WH0379,17,IN
SKU03756,CAT0529,WH0743,3,IN
SKU02881,CAT0624,WH0514,-20,OUT
SKU08372,CAT0670,WH0539,-10,OUT
SKU05341,CAT0254,WH0915,11,IN
SKU02610,CAT0820,WH0598,8,IN
SKU09546,CAT0871,WH0721,18,IN
SKU01596,CAT0624,WH0052,-4,OUT
SKU04743,CAT0290,WH0577,7,IN
SKU04753,CAT0042,WH0865,-15,OUT
SKU08771,CAT0878,WH0984,-15,OUT
SKU08294,CAT0613,WH0895,5,IN
SKU00540,CAT0468,WH0347,-1,OUT
SKU00564,CAT0806,WH0037,-8,OUT
SKU02945,CAT0004,WH0175,14,IN
SKU00759,CAT0068,WH0268,7,IN
SKU04964,CAT0580,WH0196,2,IN
SKU08369,CAT0308,WH0820,5,IN
SKU06005,CAT0742,WH0889,19,IN
SKU04139,CAT0183,WH0876,4,IN
SKU01087,CAT0298,WH0119,-16,OUT
SKU02875,CAT0012,WH0550,8,IN
SKU00958,CAT0477,WH0296,-5,OUT
SKU01357,CAT0598,WH0475,2,IN
SKU05778,CAT0303,WH0462,-13,OUT
SKU00126,CAT0103,WH0881,-20,OUT
SKU07717,CAT0220,WH0513,2,IN
SKU02098,CAT0695,WH0650,-9,OUT
SKU04897,CAT0401,WH0623,6,IN
SKU08662,CAT0735,WH0688,-12,OUT
SKU04776,CAT0922,WH0757,-12,OUT
SKU08469,CAT0343,WH0885,-16,OUT
SKU03235,CAT0118,WH0995,9,IN
SKU01893,CAT0763,WH0601,-6,OUT
SKU03116,CAT0989,WH0470,14,IN
SKU08765,CAT0488,WH0568,-3,OUT
SKU03916,CAT0430,WH0959,15,IN
SKU05198,CAT0889,WH0952,13,IN
SKU05997,CAT0946,WH0885,13,IN
SKU02619,CAT0307,WH0223,-9,OUT
SKU06771,CAT0217,WH0902,-15,OUT
SKU03693,CAT0357,WH0176,17,IN
SKU02627,CAT0999,WH0378,8,IN
SKU02097,CAT0815,WH0394,9,IN
SKU00350,CAT0628,WH0644,-2,OUT
SKU07754,CAT0754,WH0069,12,IN
SKU05950,CAT0365,WH0538,5,IN
SKU04012,CAT0907,WH0029,-2,OUT
SKU08501,CAT0883,WH0239,16,IN
SKU08274,CAT0414,WH0469,2,IN
SKU09067,CAT0260,WH0788,2,IN
SKU00576,CAT0641,WH0715,-20,OUT
SKU04837,CAT0302,WH0892,13,IN
SKU01042,CAT0900,WH0366,-20,OUT
SKU03679,CAT0213,WH0325,-8,OUT
SKU05342,CAT0760,WH0777,13,IN
SKU04394,CAT0234,WH0356,-3,OUT
SKU04077,CAT0977,WH0284,7,IN
SKU00388,CAT0851,WH0361,14,IN
SKU00892,CAT0616,WH0305,3,IN
SKU04926,CAT0152,WH0676,-11,OUT
SKU01055,CAT0663,WH0760,10,IN
SKU05529,CAT0099,WH0099,-8,OUT
SKU05073,CAT0190,WH0683,-8,OUT
SKU05376,CAT0253,WH0355,-15,OUT
SKU02047,CAT0044,WH0034,14,IN
SKU08179,CAT0925,WH0321,5,IN
SKU08558,CAT0781,WH0100,2,IN
SKU02443,CAT0752,WH0785,-18,OUT
SKU00903,CAT0460,WH0028,7,IN
SKU05369,CAT0821,WH0363,-14,OUT
SKU09279,CAT0232,WH0106,9,IN
SKU02045,CAT0922,WH0572,18,IN
SKU03850,CAT0567,WH0665,1,IN
SKU03679,CAT0213,WH0031,-4,OUT
SKU01555,CAT0065,WH0108,3,IN
SKU02721,CAT0464,WH0502,-14,OUT
SKU06229,CAT0691,WH0920,-1,OUT
SKU01251,CAT0207,WH0977,7,IN
SKU09930,CAT0173,WH0459,2,IN
SKU02459,CAT0518,WH0050,-1,OUT
SKU05419,CAT0367,WH0867,9,IN
SKU00587,CAT0604,WH0215,-4,OUT
SKU03745,CAT0781,WH0310,12,IN
SKU09283,CAT0031,WH0198,-20,OUT
SKU06601,CAT0225,WH0505,-12,OUT
SKU02925,CAT0440,WH0636,6,IN
SKU06103,CAT0834,WH0078,20,IN
SKU09070,CAT0474,WH0037,-1,OUT
SKU01187,CAT0938,WH0157,-18,OUT
SKU06967,CAT0405,WH0142,-9,OUT
SKU08904,CAT0795,WH0378,16,IN
SKU07789,CAT0380,WH0788,17,IN
SKU06633,CAT0232,WH0473,-3,OUT
SKU07467,CAT0988,WH0543,-3,OUT
SKU07606,CAT0204,WH0478,4,IN
SKU03750,CAT0918,WH0553,10,IN
SKU07127,CAT0849,WH0459,-8,OUT
SKU02091,CAT0840,WH0337,-11,OUT
SKU05628,CAT0775,WH0148,-16,OUT
SKU05991,CAT0895,WH0334,-2,OUT
SKU04045,CAT0276,WH0972,-7,OUT
SKU01175,CAT0223,WH0824,20,IN
SKU03744,CAT0334,WH0739,-4,OUT
SKU02908,CAT0559,WH0031,-10,OUT
SKU03016,CAT0687,WH0716,3,IN
SKU00221,CAT0614,WH0020,-14,OUT
SKU04869,CAT0759,WH0305,1,IN
SKU05554,CAT0489,WH0006,4,IN
SKU07899,CAT0862,WH0226,16,IN
SKU01513,CAT0101,WH0660,1,IN
SKU08686,CAT0667,WH0522,4,IN
SKU01439,CAT0382,WH0261,-11,OUT
SKU06726,CAT0040,WH0139,5,IN
SKU09944,CAT0055,WH0562,-12,OUT
SKU04827,CAT0776,WH0758,-10,OUT
SKU06274,CAT0554,WH0659,-18,OUT
SKU05824,CAT0067,WH0323,16,IN
SKU00934,CAT0736,WH0650,-10,OUT
SKU05275,CAT0022,WH0973,-1,OUT
SKU04903,CAT0233,WH0727,2,IN
SKU03738,CAT0139,WH0658,13,IN
SKU01296,CAT0948,WH0239,1,IN
SKU08717,CAT0927,WH0324,-16,OUT
SKU01687,CAT0499,WH0918,-2,OUT
SKU04738,CAT0077,WH0371,7,IN
SKU01280,CAT0166,WH0517,-19,OUT
SKU05097,CAT0056,WH0216,-3,OUT
SKU06205,CAT0947,WH0354,-19,OUT
SKU09435,CAT0249,WH0744,-9,OUT
SKU04057,CAT0611,WH0739,1,IN
SKU06465,CAT0799,WH0949,17,IN
SKU04780,CAT0072,WH0513,-20,OUT
SKU02919,CAT0573,WH0455,-10,OUT
SKU03683,CAT0814,WH0219,7,IN
SKU02665,CAT0904,WH0918,19,IN
SKU01295,CAT0647,WH0396,1,IN
SKU01414,CAT0731,WH0553,-18,OUT
SKU05326,CAT0512,WH0236,-8,OUT
SKU05517,CAT0562,WH0943,9,IN
SKU08789,CAT0356,WH0535,-2,OUT
SKU02742,CAT0428,WH0808,16,IN
SKU05388,CAT0238,WH0824,-6,OUT
SKU03119,CAT0981,WH0811,6,IN
SKU04806,CAT0388,WH0506,3,IN
SKU09315,CAT0903,WH0190,-17,OUT
SKU09097,CAT0246,WH0297,-14,OUT
SKU03559,CAT0630,WH0692,5,IN
SKU05523,CAT0711,WH0432,-6,OUT
SKU01542,CAT0112,WH0592,8,IN
SKU09182,CAT0986,WH0212,6,IN
SKU09172,CAT0571,WH0436,8,IN
SKU06516,CAT0163,WH0434,-13,OUT
SKU02196,CAT0382,WH0949,6,IN
SKU09792,CAT0246,WH0544,-13,OUT
SKU05102,CAT0864,WH0744,11,IN
SKU06942,CAT0266,WH0548,8,IN
SKU07565,CAT0448,WH0967,-3,OUT
SKU09125,CAT0268,WH0296,-3,OUT
SKU05564,CAT0083,WH0822,1,IN
SKU09691,CAT0515,WH0895,9,IN
SKU02850,CAT0953,WH0092,6,IN
SKU07378,CAT0939,WH0208,-20,OUT
SKU05250,CAT0725,WH0707,-2,OUT
SKU00803,CAT0159,WH0032,19,IN
SKU07460,CAT0275,WH0538,-18,OUT
SKU08198,CAT0955,WH0836,13,IN
SKU01076,CAT0996,WH0226,-16,OUT
SKU08288,CAT0471,WH0801,2,IN
SKU02045,CAT0922,WH0293,-18,OUT
SKU08363,CAT0707,WH0463,-4,OUT
SKU06258,CAT0869,WH0676,-10,OUT
SKU04741,CAT0914,WH0931,7,IN
SKU02829,CAT0489,WH0588,-14,OUT
SKU07212,CAT0671,WH0344,9,IN
SKU06013,CAT0222,WH0917,15,IN
SKU09145,CAT0005,WH0779,3,IN
SKU06288,CAT0160,WH0532,5,IN
SKU04705,CAT0616,WH0523,15,IN
SKU05256,CAT0792,WH0545,5,IN
SKU09975,CAT0618,WH0924,-1,OUT
SKU09594,CAT0501,WH0809,3,IN
SKU08025,CAT0560,WH0156,-18,OUT
SKU09311,CAT0063,WH0403,-1,OUT
SKU05642,CAT0501,WH0827,-15,OUT
SKU09876,CAT0318,WH0738,-11,OUT
SKU09586,CAT0154,WH0823,-5,OUT
SKU06495,CAT0815,WH0954,-15,OUT
SKU02090,CAT0849,WH0043,8,IN
SKU04578,CAT0960,WH0837,1,IN
SKU01218,CAT0699,WH0996,17,IN
SKU05959,CAT0965,WH0890,-16,OUT
SKU03278,CAT0673,WH0473,8,IN
SKU04044,CAT0756,WH0961,1,IN
SKU08599,CAT0908,WH0707,1,IN
SKU01524,CAT0751,WH0350,-8,OUT
SKU05574,CAT0029,WH0977,-5,OUT
SKU04105,CAT0292,WH0596,18,IN
SKU06307,CAT0158,WH0874,15,IN
SKU03806,CAT0328,WH0106,10,IN
SKU07242,CAT0949,WH0638,-12,OUT
SKU01265,CAT0571,WH0366,14,IN
SKU03808,CAT0848,WH0694,-16,OUT
SKU02276,CAT0055,WH0575,-15,OUT
SKU02071,CAT0985,WH0865,14,IN
SKU00854,CAT0875,WH0195,2,IN
SKU08578,CAT0986,WH0562,2,IN
SKU00331,CAT0080,WH0048,-9,OUT
SKU06451,CAT0768,WH0096,13,IN
SKU08948,CAT0696,WH0390,11,IN
SKU00041,CAT0860,WH0962,-2,OUT
SKU03636,CAT0252,WH0393,11,IN
SKU06353,CAT0507,WH0446,20,IN
SKU05577,CAT0986,WH0550,3,IN
SKU06425,CAT0732,WH0618,-1,OUT
SKU08722,CAT0187,WH0064,20,IN
SKU06010,CAT0293,WH0982,17,IN
SKU08911,CAT0845,WH0011,7,IN
SKU07585,CAT0083,WH0496,-7,OUT
SKU05708,CAT0678,WH0133,2,IN
SKU08175,CAT0433,WH0140,-20,OUT
SKU05559,CAT0796,WH0892,-15,OUT
SKU06606,CAT0375,WH0348,-5,OUT
SKU04697,CAT0158,WH0594,-12,OUT
SKU03170,CAT0393,WH0716,-7,OUT
SKU03738,CAT0139,WH0113,4,IN
SKU08226,CAT0445,WH0464,-10,OUT
SKU04215,CAT0980,WH0802,9,IN
SKU04855,CAT0964,WH0407,-11,OUT
SKU03412,CAT0047,WH0122,17,IN
SKU09513,CAT0205,WH0960,16,IN
SKU08261,CAT0476,WH0888,17,IN
SKU01643,CAT0557,WH0506,6,IN
SKU09895,CAT0070,WH0456,17,IN
SKU04026,CAT0106,WH0437,-17,OUT
SKU07393,CAT0866,WH0338,4,IN
SKU02615,CAT0277,WH0323,-1,OUT
SKU06566,CAT0347,WH0347,5,IN
SKU01287,CAT0187,WH0905,-8,OUT
SKU04829,CAT0158,WH0411,18,IN
SKU04116,CAT0240,WH0300,-6,OUT
SKU02050,CAT0080,WH0692,-7,OUT
SKU06470,CAT0231,WH0703,13,IN
SKU06524,CAT0237,WH0212,15,IN
SKU05729,CAT0743,WH0935,14,IN
SKU03344,CAT0146,WH0218,-20,OUT
SKU04738,CAT0077,WH0754,20,IN
SKU07065,CAT0311,WH0119,-14,OUT
SKU00714,CAT0548,WH0356,-13,OUT
