product_sku,category_code,warehouse_code,quantity,transaction_type
SKU03846,CAT0686,WH0024,-7,OUT
SKU04633,CAT0790,WH0126,-4,OUT
SKU03513,CAT0711,WH0110,17,IN
SKU05794,CAT0047,WH0740,-9,OUT
SKU08247,CAT0013,WH0617,9,IN
SKU02392,CAT0661,WH0344,20,IN
SKU02933,CAT0677,WH0384,14,IN
SKU03113,CAT0953,WH0291,-20,OUT
SKU06791,CAT0257,WH0889,20,IN
SKU00400,CAT0228,WH0047,-19,OUT
SKU09460,CAT0955,WH0570,2,IN
SKU02229,CAT0512,WH0382,-7,OUT
SKU09380,CAT0889,WH0132,-15,OUT
SKU07408,CAT0595,WH0057,3,IN
SKU03700,CAT0783,WH0548,4,IN
SKU01672,CAT0955,WH0737,8,IN
SKU04499,CAT0460,WH0712,19,IN
SKU07521,CAT0653,WH0478,18,IN
SKU08985,CAT0300,WH0722,-5,OUT
SKU02378,CAT0757,WH0946,-12,OUT
SKU02792,CAT0993,WH0182,11,IN
SKU03859,CAT0997,WH0924,-9,OUT
SKU04667,CAT0429,WH0067,8,IN
SKU06499,CAT0606,WH0939,13,IN
SKU03752,CAT0436,WH0208,9,IN
SKU09561,CAT0430,WH0178,6,IN
SKU00450,CAT0504,WH0891,14,IN
SKU09875,CAT0496,WH0280,5,IN
SKU03708,CAT0973,WH0767,-14,OUT
SKU08562,CAT0698,WH0241,-20,OUT
SKU00901,CAT0016,WH0769,-8,OUT
SKU07576,CAT0079,WH0962,-10,OUT
SKU08459,CAT0468,WH0996,-4,OUT
SKU08116,CAT0531,WH0233,-7,OUT
SKU02401,CAT0725,WH0802,16,IN
SKU03378,CAT0314,WH0795,-13,OUT
SKU00546,CAT0403,WH0908,11,IN
SKU07878,CAT0488,WH0816,-4,OUT
SKU04387,CAT0610,WH0886,15,IN
SKU07929,CAT0772,WH0208,10,IN
SKU04674,CAT0375,WH0357,-18,OUT
SKU06665,CAT0466,WH0338,20,IN
SKU02761,CAT0426,WH0088,7,IN
SKU09860,CAT0188,WH0521,-10,OUT
SKU08814,CAT0667,WH0233,20,IN
SKU09041,CAT0816,WH0758,13,IN
SKU00196,CAT0723,WH0687,7,IN
SKU04840,CAT0313,WH0130,16,IN
SKU01741,CAT0701,WH0488,-12,OUT
SKU03495,CAT0421,WH0436,4,IN
SKU05507,CAT0697,WH0092,12,IN
SKU07108,CAT0343,WH0521,20,IN
SKU05392,CAT0812,WH0121,18,IN
SKU00602,CAT0919,WH0468,-13,OUT
SKU02681,CAT0907,WH0951,15,IN
SKU09876,CAT0833,WH0915,8,IN
SKU02149,CAT0470,WH0263,-7,OUT
SKU01320,CAT0084,WH0427,-4,OUT
SKU02133,CAT0286,WH0528,2,IN
SKU03307,CAT0601,WH0484,-2,OUT
SKU02457,CAT0683,WH0917,-6,OUT
SKU02424,CAT0278,WH0896,-19,OUT
SKU07654,CAT0165,WH0899,-6,OUT
SKU08247,CAT0013,WH0889,6,IN
SKU05967,CAT0555,WH0892,-3,OUT
SKU03776,CAT0754,WH0933,-18,OUT
SKU05538,CAT0347,WH0109,1,IN
SKU09622,CAT0533,WH0788,-5,OUT
SKU01405,CAT0172,WH0659,-1,OUT
SKU06850,CAT0494,WH0307,5,IN
SKU02721,CAT0004,WH0883,7,IN
SKU06418,CAT0731,WH0905,-7,OUT
SKU05539,CAT0911,WH0909,5,IN
SKU01962,CAT0295,WH0177,-14,OUT
SKU09752,CAT0437,WH0634,-15,OUT
SKU00502,CAT0185,WH0880,-10,OUT
SKU04739,CAT0657,WH0237,-12,OUT
SKU05974,CAT0181,WH0948,-6,OUT
SKU07343,CAT0785,WH0069,-10,OUT
SKU06325,CAT0039,WH0504,-6,OUT
SKU06627,CAT0740,WH0360,-6,OUT
SKU08679,CAT0686,WH0196,2,IN
SKU08256,CAT0205,WH0699,11,IN
SKU02351,CAT0439,WH0169,-11,OUT
SKU07420,CAT0691,WH0365,-3,OUT
SKU08589,CAT0560,WH0857,-6,OUT
SKU07056,CAT0720,WH0130,17,IN
SKU04782,CAT0159,WH0710,-16,OUT
SKU08483,CAT0527,WH0216,12,IN
SKU08818,CAT0304,WH0366,-3,OUT
SKU03791,CAT0665,WH0588,5,IN
SKU04774,CAT0766,WH0858,2,IN
SKU05760,CAT0467,WH0934,-5,OUT
SKU07399,CAT0022,WH0427,-10,OUT
SKU05084,CAT0773,WH0880,12,IN
SKU01174,CAT0842,WH0626,1,IN
SKU03816,CAT0603,WH0586,-13,OUT
SKU02196,CAT0993,WH0621,-7,OUT
SKU05084,CAT0773,WH0268,-20,OUT
SKU07228,CAT0405,WH0400,-20,OUT
SKU05968,CAT0547,WH0491,-6,OUT
SKU01535,CAT0490,WH0288,-4,OUT
SKU08368,CAT0514,WH0464,18,IN
SKU05967,CAT0555,WH0408,6,IN
SKU00073,CAT0473,WH0870,-6,OUT
SKU05547,CAT0353,WH0788,-8,OUT
SKU04036,CAT0900,WH0865,-5,OUT
SKU04861,CAT0127,WH0784,14,IN
SKU08651,CAT0915,WH0091,17,IN
SKU02037,CAT0344,WH0614,1,IN
SKU02091,CAT0634,WH0871,-13,OUT
SKU05494,CAT0088,WH0346,-12,OUT
SKU05464,CAT0196,WH0991,-16,OUT
SKU02669,CAT0032,WH0241,-10,OUT
SKU01838,CAT0869,WH0648,2,IN
SKU04082,CAT0654,WH0509,-12,OUT
SKU01692,CAT0633,WH0070,-5,OUT
SKU00884,CAT0930,WH0324,-19,OUT
SKU00203,CAT0830,WH0594,1,IN
SKU03869,CAT0343,WH0107,12,IN
SKU07543,CAT0131,WH0128,-19,OUT
SKU02508,CAT0456,WH0003,-19,OUT
SKU08182,CAT0974,WH0394,-8,OUT
SKU06947,CAT0093,WH0809,-16,OUT
SKU03310,CAT0390,WH0657,-12,OUT
SKU05923,CAT0131,WH0313,-3,OUT
SKU09378,CAT0067,WH0773,-3,OUT
SKU03489,CAT0807,WH0420,12,IN
SKU04245,CAT0352,WH0198,-4,OUT
SKU08013,CAT0891,WH0852,-19,OUT
SKU05221,CAT0567,WH0883,-12,OUT
SKU01968,CAT0086,WH0607,-8,OUT
SKU07149,CAT0698,WH0944,-17,OUT
SKU00654,CAT0729,WH0760,18,IN
SKU09226,CAT0103,WH0194,-11,OUT
SKU04704,CAT0764,WH0655,-18,OUT
SKU00172,CAT0053,WH0580,7,IN
SKU03427,CAT0670,WH0530,9,IN
SKU02934,CAT0208,WH0796,9,IN
SKU06983,CAT0885,WH0137,1,IN
SKU03523,CAT0290,WH0505,19,IN
SKU00982,CAT0668,WH0953,-12,OUT
SKU08977,CAT0264,WH0091,-10,OUT
SKU07210,CAT0806,WH0779,17,IN
SKU01774,CAT0613,WH0351,-17,OUT
SKU06819,CAT0475,WH0906,-11,OUT
SKU08377,CAT0771,WH0858,-20,OUT
SKU00218,CAT0015,WH0569,-15,OUT
SKU00224,CAT0514,WH0746,-3,OUT
SKU03575,CAT0510,WH0002,-13,OUT
SKU04215,CAT0464,WH0026,-4,OUT
SKU02176,CAT0857,WH0459,9,IN
SKU07900,CAT0347,WH0964,9,IN
SKU06297,CAT0828,WH0066,9,IN
SKU03119,CAT0107,WH0301,-4,OUT
SKU01165,CAT0177,WH0893,-6,OUT
SKU08773,CAT0431,WH0240,6,IN
SKU04533,CAT0317,WH0429,17,IN
SKU09351,CAT0680,WH0144,9,IN
SKU01988,CAT0237,WH0166,2,IN
SKU00503,CAT0144,WH0955,9,IN
SKU05707,CAT0413,WH0673,5,IN
SKU07034,CAT0164,WH0314,5,IN
SKU00864,CAT0211,WH0400,-18,OUT
SKU07867,CAT0572,WH0217,10,IN
SKU06782,CAT0066,WH0429,16,IN
SKU08099,CAT0698,WH0048,-1,OUT
SKU08998,CAT0749,WH0791,-8,OUT
SKU01833,CAT0090,WH0700,19,IN
SKU07505,CAT0565,WH0156,-7,OUT
SKU06274,CAT0272,WH0673,-9,OUT
SKU06552,CAT0219,WH0012,14,IN
SKU08233,CAT0585,WH0045,-7,OUT
SKU00955,CAT0725,WH0147,-3,OUT
SKU04230,CAT0143,WH0585,-11,OUT
SKU04861,CAT0127,WH0266,6,IN
SKU06725,CAT0232,WH0696,10,IN
SKU03812,CAT0256,WH0351,-1,OUT
SKU03446,CAT0942,WH0276,1,IN
SKU00054,CAT0570,WH0070,-17,OUT
SKU09743,CAT0848,WH0102,15,IN
SKU03982,CAT0567,WH0373,-13,OUT
SKU04069,CAT0440,WH0201,-6,OUT
SKU00006,CAT0848,WH0133,11,IN
SKU06437,CAT0252,WH0344,-1,OUT
SKU00262,CAT0477,WH0291,5,IN
SKU09447,CAT0430,WH0268,-11,OUT
SKU02765,CAT0625,WH0266,-6,OUT
SKU09785,CAT0737,WH0619,15,IN
SKU04541,CAT0413,WH0454,-7,OUT
SKU05813,CAT0275,WH0859,12,IN
SKU08157,CAT0286,WH0732,-13,OUT
SKU07150,CAT0466,WH0583,-3,OUT
SKU04870,CAT0636,WH0234,-18,OUT
SKU02451,CAT0870,WH0779,10,IN
SKU05982,CAT0570,WH0054,12,IN
SKU02875,CAT0763,WH0586,11,IN
SKU00350,CAT0921,WH0768,20,IN
SKU03461,CAT0461,WH0868,-6,OUT
SKU08138,CAT0924,WH0142,13,IN
SKU01512,CAT0738,WH0611,-16,OUT
SKU05937,CAT0492,WH0824,15,IN
SKU03374,CAT0693,WH0040,-20,OUT
SKU05171,CAT0612,WH0638,12,IN
SKU02708,CAT0955,WH0293,-18,OUT
SKU03187,CAT0085,WH0808,-14,OUT
SKU04370,CAT0966,WH0024,12,IN
SKU09684,CAT0782,WH0991,16,IN
SKU03040,CAT0777,WH0646,8,IN
SKU09222,CAT0351,WH0119,-17,OUT
SKU04824,CAT0685,WH0341,16,IN
SKU08631,CAT0564,WH0350,11,IN
SKU02554,CAT0759,WH0306,5,IN
SKU07299,CAT0573,WH0956,-2,OUT
SKU02649,CAT0330,WH0126,6,IN
SKU03367,CAT0917,WH0610,-2,OUT
SKU06772,CAT0746,WH0568,-20,OUT
SKU06308,CAT0872,WH0217,-19,OUT
SKU07695,CAT0345,WH0781,9,IN
SKU03535,CAT0079,WH0118,6,IN
SKU09204,CAT0282,WH0338,10,IN
SKU08353,CAT0850,WH0977,7,IN
SKU04890,CAT0779,WH0672,19,IN
SKU08538,CAT0671,WH0124,-7,OUT
SKU09810,CAT0560,WH0913,17,IN
SKU03717,CAT0035,WH0522,12,IN
SKU04222,CAT0037,WH0790,15,IN
SKU02603,CAT0650,WH0351,16,IN
SKU08296,CAT0834,WH0371,1,IN
SKU04330,CAT0152,WH0428,2,IN
SKU05747,CAT0058,WH0740,15,IN
SKU02950,CAT0524,WH0638,-11,OUT
SKU05704,CAT0511,WH0137,-6,OUT
SKU01781,CAT0789,WH0777,17,IN
SKU05961,CAT0921,WH0864,6,IN
SKU09649,CAT0157,WH0478,-3,OUT
SKU02677,CAT0057,WH0464,17,IN
SKU01279,CAT0365,WH0570,-19,OUT
SKU08343,CAT0298,WH0297,-5,OUT
SKU04721,CAT0501,WH0051,3,IN
SKU04122,CAT0769,WH0040,4,IN
SKU09913,CAT0055,WH0557,-8,OUT
SKU00831,CAT0045,WH0022,-19,OUT
SKU03873,CAT0645,WH0442,5,IN
SKU00736,CAT0729,WH0221,12,IN
SKU06150,CAT0667,WH0357,10,IN
SKU09968,CAT0341,WH0727,17,IN
SKU04041,CAT0248,WH0739,-2,OUT
SKU06227,CAT0848,WH0961,-1,OUT
SKU00124,CAT0833,WH0982,8,IN
SKU05998,CAT0120,WH0011,7,IN
SKU08756,CAT0853,WH0292,-20,OUT
SKU09634,CAT0680,WH0768,14,IN
SKU03973,CAT0585,WH0744,12,IN
SKU00369,CAT0897,WH0037,5,IN
SKU01635,CAT0872,WH0552,-12,OUT
SKU08539,CAT0752,WH0367,16,IN
SKU03786,CAT0141,WH0808,-18,OUT
SKU07503,CAT0856,WH0124,-12,OUT
SKU05908,CAT0564,WH0182,-11,OUT
SKU04788,CAT0573,WH0635,-17,OUT
SKU07625,CAT0946,WH0912,8,IN
SKU06589,CAT0720,WH0848,-13,OUT
SKU05184,CAT0744,WH0343,-2,OUT
SKU01137,CAT0385,WH0633,-7,OUT
SKU01455,CAT0107,WH0404,-1,OUT
SKU01424,CAT0591,WH0786,-10,OUT
SKU06900,CAT0778,WH0663,-8,OUT
SKU01798,CAT0571,WH0686,6,IN
SKU06255,CAT0453,WH0626,16,IN
SKU02610,CAT0580,WH0926,-8,OUT
SKU03456,CAT0233,WH0181,-13,OUT
SKU08481,CAT0295,WH0807,3,IN
SKU05374,CAT0758,WH0551,14,IN
SKU02906,CAT0697,WH0159,5,IN
SKU05669,CAT0157,WH0636,14,IN
SKU01495,CAT0943,WH0536,8,IN
SKU01797,CAT0791,WH0922,-14,OUT
SKU03666,CAT0770,WH0736,3,IN
SKU01138,CAT0061,WH0457,-12,OUT
SKU04106,CAT0768,WH0720,17,IN
SKU01274,CAT0758,WH0271,-6,OUT
SKU06961,CAT0266,WH0616,6,IN
SKU07841,CAT0031,WH0872,-14,OUT
SKU02432,CAT0175,WH0762,-4,OUT
SKU03138,CAT0974,WH0090,6,IN
SKU05450,CAT0056,WH0418,9,IN
SKU03796,CAT0327,WH0399,-6,OUT
SKU04734,CAT0374,WH0832,15,IN
SKU00172,CAT0053,WH0136,-17,OUT
SKU09604,CAT0941,WH0012,-4,OUT
SKU02830,CAT0283,WH0299,-4,OUT
SKU07696,CAT0309,WH0876,13,IN
SKU04289,CAT0727,WH0748,-9,OUT
SKU02401,CAT0725,WH0178,20,IN
SKU00628,CAT0891,WH0244,14,IN
SKU08880,CAT0821,WH0197,7,IN
SKU04068,CAT0425,WH0637,-4,OUT
SKU00219,CAT0028,WH0568,-4,OUT
SKU03799,CAT0378,WH0052,-1,OUT
SKU04961,CAT0648,WH0680,-17,OUT
SKU02824,CAT0233,WH0833,14,IN
SKU05210,CAT0515,WH0409,4,IN
SKU01850,CAT0606,WH0360,-4,OUT
SKU01800,CAT0343,WH0335,15,IN
SKU07188,CAT0779,WH0027,-16,OUT
SKU09061,CAT0704,WH0904,-19,OUT
SKU07706,CAT0621,WH0153,11,IN
SKU06712,CAT0123,WH0905,2,IN
SKU04543,CAT0204,WH0226,16,IN
SKU03810,CAT0274,WH0924,-18,OUT
SKU03353,CAT0563,WH0465,8,IN
SKU05217,CAT0414,WH0903,10,IN
SKU05756,CAT0181,WH0774,2,IN
SKU06493,CAT0425,WH0468,-3,OUT
SKU08392,CAT0703,WH0525,10,IN
SKU02099,CAT0909,WH0061,18,IN
SKU08135,CAT0972,WH0210,-17,OUT
SKU08025,CAT0674,WH0983,11,IN
SKU05486,CAT0662,WH0612,20,IN
SKU07130,CAT0152,WH0734,-10,OUT
SKU06725,CAT0232,WH0138,18,IN
SKU03264,CAT0706,WH0214,6,IN
SKU04078,CAT0507,WH0978,-8,OUT
SKU05953,CAT0029,WH0303,1,IN
SKU01790,CAT0966,WH0732,-6,OUT
SKU08901,CAT0824,WH0460,-14,OUT
SKU01887,CAT0240,WH0705,1,IN
SKU08768,CAT0638,WH0512,-5,OUT
SKU04965,CAT0113,WH0469,-8,OUT
SKU02052,CAT0258,WH1000,-18,OUT
SKU08010,CAT0192,WH0096,-8,OUT
SKU05424,CAT0654,WH0470,-5,OUT
SKU07127,CAT0064,WH0749,-1,OUT
SKU01777,CAT0180,WH0728,-4,OUT
SKU08011,CAT0042,WH0300,-14,OUT
SKU03667,CAT0566,WH0905,15,IN
SKU04210,CAT0125,WH0850,16,IN
SKU02505,CAT0930,WH0167,10,IN
SKU09287,CAT0290,WH0575,16,IN
SKU03773,CAT0915,WH0146,-14,OUT
SKU02887,CAT0055,WH0157,-11,OUT
SKU05294,CAT0732,WH0698,16,IN
SKU09216,CAT0788,WH0308,-8,OUT
SKU05326,CAT0611,WH0718,2,IN
SKU05504,CAT0571,WH0135,-5,OUT
SKU07046,CAT0566,WH0116,-4,OUT
SKU03199,CAT0565,WH0600,7,IN
SKU09303,CAT0866,WH0212,8,IN
SKU01656,CAT0776,WH0810,1,IN
SKU04914,CAT0908,WH0584,6,IN
SKU08367,CAT0354,WH0529,-13,OUT
SKU04058,CAT0596,WH0698,-19,OUT
SKU05496,CAT0183,WH0370,14,IN
SKU03308,CAT0380,WH0567,12,IN
SKU04935,CAT0421,WH0179,-11,OUT
SKU03380,CAT0993,WH0067,-4,OUT
SKU09532,CAT0344,WH0620,-5,OUT
SKU08537,CAT0660,WH0303,-4,OUT
SKU05286,CAT0046,WH0178,-10,OUT
SKU07464,CAT0281,WH0811,8,IN
SKU05607,CAT0775,WH0402,-20,OUT
SKU07762,CAT0929,WH0625,-8,OUT
SKU03242,CAT0655,WH0334,-12,OUT
SKU03669,CAT0032,WH0376,12,IN
SKU02872,CAT0411,WH0274,-4,OUT
SKU00643,CAT0943,WH0158,-14,OUT
SKU01378,CAT0283,WH0609,20,IN
SKU09987,CAT0095,WH0612,-4,OUT
SKU03922,CAT0507,WH0441,-16,OUT
SKU01870,CAT0252,WH0360,-12,OUT
SKU06244,CAT0715,WH0687,7,IN
SKU08740,CAT0554,WH0610,-6,OUT
SKU04880,CAT0159,WH0360,-2,OUT
SKU06291,CAT0132,WH0318,3,IN
SKU06824,CAT0648,WH0098,3,IN
SKU06377,CAT0618,WH0329,10,IN
SKU04229,CAT0889,WH0190,19,IN
SKU00663,CAT0806,WH0345,15,IN
SKU02358,CAT0733,WH0933,10,IN
SKU08189,CAT0052,WH0587,19,IN
SKU03216,CAT0240,WH0740,19,IN
SKU05700,CAT0236,WH0326,8,IN
SKU06223,CAT0942,WH0643,15,IN
SKU03241,CAT0763,WH0338,-1,OUT
SKU08172,CAT0746,WH0382,-17,OUT
SKU02334,CAT0439,WH0511,-18,OUT
SKU00848,CAT0360,WH0884,-8,OUT
SKU03803,CAT0304,WH0573,16,IN
SKU08202,CAT0225,WH0939,14,IN
SKU03949,CAT0054,WH0024,-18,OUT
SKU05289,CAT0700,WH0886,-8,OUT
SKU08275,CAT0193,WH0456,6,IN
SKU09160,CAT0222,WH0915,-15,OUT
SKU05254,CAT0169,WH0288,15,IN
SKU00495,CAT0938,WH0487,10,IN
SKU04926,CAT0317,WH0203,1,IN
SKU04261,CAT0360,WH0358,-18,OUT
SKU04999,CAT0091,WH0192,14,IN
SKU03876,CAT0657,WH0628,-7,OUT
SKU09227,CAT0192,WH0737,-4,OUT
SKU05312,CAT0892,WH0614,15,IN
SKU01114,CAT0693,WH0894,14,IN
SKU06465,CAT0131,WH0776,5,IN
SKU03605,CAT0493,WH0788,8,IN
SKU03100,CAT0292,WH0544,-14,OUT
SKU02254,CAT0293,WH0775,13,IN
SKU07375,CAT0183,WH0769,20,IN
SKU06563,CAT0817,WH0849,12,IN
SKU04803,CAT0396,WH0501,3,IN
SKU05325,CAT0375,WH0706,-10,OUT
SKU01045,CAT0371,WH0255,10,IN
SKU00152,CAT0291,WH0889,-18,OUT
SKU09984,CAT0058,WH0518,-11,OUT
SKU03837,CAT0998,WH0760,2,IN
SKU01524,CAT0647,WH0119,8,IN
SKU01684,CAT0931,WH0932,-19,OUT
SKU08303,CAT0864,WH0411,7,IN
SKU03152,CAT0387,WH0866,-18,OUT
SKU05649,CAT0819,WH0873,-3,OUT
SKU07822,CAT0183,WH0578,3,IN
SKU06882,CAT0890,WH0765,2,IN
SKU02426,CAT0588,WH0029,7,IN
SKU03178,CAT0743,WH0041,-10,OUT
SKU04079,CAT0023,WH0229,20,IN
SKU06515,CAT0365,WH0977,-18,OUT
SKU03771,CAT0766,WH0698,-20,OUT
SKU02481,CAT0677,WH0863,-13,OUT
SKU07498,CAT0945,WH0685,16,IN
SKU00982,CAT0668,WH0358,16,IN
SKU07691,CAT0958,WH0954,-5,OUT
SKU07097,CAT0739,WH0583,2,IN
SKU08759,CAT0118,WH0351,9,IN
SKU03077,CAT0249,WH0963,4,IN
SKU03269,CAT0080,WH0304,-13,OUT
SKU04155,CAT0697,WH0543,4,IN
SKU08735,CAT0823,WH0812,13,IN
SKU01251,CAT0927,WH0314,-12,OUT
SKU01200,CAT0388,WH0745,-15,OUT
SKU08026,CAT0393,WH0601,-16,OUT
SKU06455,CAT0773,WH0083,17,IN
SKU06949,CAT0015,WH0951,16,IN
SKU06070,CAT0969,WH0094,15,IN
SKU03158,CAT0276,WH0362,-15,OUT
SKU04347,CAT0231,WH0137,-18,OUT
SKU00733,CAT0781,WH0625,-19,OUT
SKU03857,CAT0433,WH0834,-9,OUT
SKU07041,CAT0529,WH0700,13,IN
SKU07919,CAT0653,WH0139,19,IN
SKU03660,CAT0063,WH0698,-17,OUT
SKU06682,CAT0574,WH0648,7,IN
SKU05455,CAT0590,WH0060,7,IN
SKU08739,CAT0277,WH0055,-9,OUT
SKU09971,CAT0638,WH0706,-3,OUT
SKU08853,CAT0242,WH0083,-14,OUT
SKU06370,CAT0810,WH0950,17,IN
SKU05234,CAT0285,WH0038,-8,OUT
SKU05075,CAT0377,WH0190,19,IN
SKU09195,CAT0828,WH0798,2,IN
SKU05248,CAT0807,WH0653,3,IN
SKU05147,CAT0868,WH0463,-13,OUT
SKU03505,CAT0118,WH0239,-5,OUT
SKU03836,CAT0149,WH0722,-19,OUT
SKU04145,CAT0896,WH0911,-3,OUT
SKU09821,CAT0120,WH0565,8,IN
SKU00358,CAT0259,WH0800,2,IN
SKU06565,CAT0558,WH0964,5,IN
SKU09378,CAT0067,WH0909,3,IN
SKU08847,CAT0246,WH0776,14,IN
SKU09041,CAT0816,WH0056,20,IN
SKU01559,CAT0796,WH0882,5,IN
SKU01082,CAT0900,WH0416,6,IN
SKU04726,CAT0347,WH0645,-6,OUT
SKU07273,CAT0565,WH0515,-8,OUT
SKU03705,CAT0402,WH0723,10,IN
SKU06987,CAT0962,WH0658,10,IN
SKU03137,CAT0634,WH0958,2,IN
SKU05070,CAT0036,WH0326,5,IN
SKU04635,CAT0091,WH0302,-8,OUT
SKU04927,CAT0031,WH0546,16,IN
SKU00621,CAT0322,WH0700,15,IN
SKU08406,CAT0876,WH0604,-9,OUT
SKU03205,CAT0704,WH0884,-2,OUT
SKU02655,CAT0855,WH0004,-5,OUT
SKU04505,CAT0862,WH0547,8,IN
SKU03606,CAT0411,WH0754,-9,OUT
SKU00334,CAT0406,WH0051,13,IN
SKU07382,CAT0525,WH0447,-8,OUT
SKU08043,CAT0242,WH0454,-2,OUT
SKU05327,CAT0921,WH0367,-10,OUT
SKU07551,CAT0557,WH0561,7,IN
SKU01368,CAT0002,WH0554,20,IN
SKU01908,CAT0898,WH0455,-6,OUT
SKU01077,CAT0250,WH0314,15,IN
SKU02370,CAT0632,WH0555,5,IN
SKU02716,CAT0286,WH0414,6,IN
SKU05805,CAT0023,WH0076,9,IN
SKU05154,CAT0336,WH0126,3,IN
SKU05868,CAT0947,WH0362,-10,OUT
SKU01323,CAT0151,WH0549,-10,OUT
SKU01314,CAT0145,WH0713,-3,OUT
SKU00677,CAT0667,WH0100,-13,OUT
SKU05549,CAT0059,WH0097,17,IN
SKU06364,CAT0582,WH0571,6,IN
SKU06753,CAT0123,WH0658,-14,OUT
SKU06955,CAT0991,WH0482,4,IN
SKU07128,CAT0132,WH0931,-5,OUT
SKU06416,CAT0442,WH0675,14,IN
SKU09677,CAT0454,WH0178,-6,OUT
SKU06697,CAT0647,WH0416,-16,OUT
SKU05020,CAT0445,WH0721,-12,OUT
SKU01445,CAT0774,WH0253,5,IN
SKU08920,CAT0989,WH0332,-14,OUT
SKU03764,CAT0497,WH0818,3,IN
SKU09430,CAT0184,WH0903,-16,OUT
SKU02901,CAT0591,WH0892,-18,OUT
SKU07534,CAT0358,WH0677,-8,OUT
SKU04372,CAT0670,WH0930,13,IN
SKU01115,CAT0904,WH0148,-6,OUT
SKU08188,CAT0456,WH0516,3,IN
SKU05704,CAT0511,WH0904,9,IN
SKU03718,CAT0259,WH0256,-1,OUT
SKU01356,CAT0772,WH0315,1,IN
SKU09911,CAT0897,WH0999,-4,OUT
SKU06488,CAT0568,WH0349,5,IN
SKU01628,CAT0573,WH0605,17,IN
SKU05147,CAT0868,WH0404,20,IN
SKU07824,CAT0059,WH0374,17,IN
SKU07499,CAT0185,WH0702,5,IN
SKU01877,CAT0907,WH0295,-16,OUT
SKU04345,CAT0445,WH0704,-8,OUT
SKU01468,CAT0540,WH0968,-2,OUT
SKU09812,CAT0737,WH0468,-17,OUT
SKU08812,CAT0087,WH0942,-11,OUT
SKU00979,CAT0476,WH0625,9,IN
SKU02688,CAT0940,WH0180,-2,OUT
SKU04809,CAT0310,WH0515,-17,OUT
SKU05505,CAT0689,WH0889,-1,OUT
SKU00195,CAT0356,WH0805,-12,OUT
SKU02061,CAT0630,WH0494,14,IN
SKU04377,CAT0215,WH0075,-6,OUT
SKU07418,CAT0641,WH0657,4,IN
SKU05020,CAT0445,WH0818,5,IN
SKU04732,CAT0280,WH0508,-14,OUT
SKU05663,CAT0440,WH0138,8,IN
SKU00650,CAT0767,WH0057,-4,OUT
SKU09110,CAT0502,WH0839,12,IN
SKU05069,CAT0841,WH0140,13,IN
SKU06681,CAT0668,WH0864,-3,OUT
SKU02196,CAT0993,WH0382,-12,OUT
SKU03931,CAT0339,WH0742,4,IN
SKU09597,CAT0913,WH0086,-19,OUT
SKU04406,CAT0114,WH0074,10,IN
SKU07638,CAT0746,WH0725,-14,OUT
SKU08156,CAT0724,WH0796,-4,OUT
SKU00844,CAT0145,WH0523,-11,OUT
SKU09344,CAT0524,WH0618,1,IN
SKU05824,CAT0796,WH0818,1,IN
SKU03244,CAT0264,WH0280,-20,OUT
SKU01068,CAT0435,WH0038,13,IN
SKU08809,CAT0963,WH0380,11,IN
SKU09091,CAT0621,WH0882,-9,OUT
SKU02429,CAT0865,WH0843,-6,OUT
SKU02874,CAT0282,WH0060,10,IN
SKU09766,CAT0365,WH0161,9,IN
SKU03061,CAT0533,WH0657,10,IN
SKU04201,CAT0252,WH0102,17,IN
SKU00997,CAT0429,WH0871,-18,OUT
SKU01813,CAT0254,WH0823,11,IN
SKU00136,CAT0437,WH0232,2,IN
SKU04305,CAT0387,WH0177,13,IN
SKU02139,CAT0564,WH0331,19,IN
SKU05878,CAT0704,WH0385,-9,OUT
SKU08161,CAT0767,WH0767,6,IN
SKU06791,CAT0257,WH0569,-11,OUT
SKU09398,CAT0155,WH0604,-5,OUT
SKU05675,CAT0029,WH0680,-12,OUT
SKU02675,CAT0090,WH0411,7,IN
SKU01925,CAT0787,WH0010,18,IN
SKU09287,CAT0290,WH0373,-3,OUT
SKU00221,CAT0183,WH0129,-6,OUT
SKU05385,CAT0477,WH0574,13,IN
SKU03260,CAT0078,WH0350,-6,OUT
SKU04965,CAT0113,WH0632,4,IN
SKU09845,CAT0707,WH0423,13,IN
SKU01298,CAT0682,WH0053,-2,OUT
SKU03637,CAT0109,WH0427,20,IN
SKU06201,CAT0206,WH0311,-7,OUT
SKU04939,CAT0559,WH0338,-12,OUT
SKU07044,CAT0792,WH0040,13,IN
SKU00131,CAT0627,WH0479,-14,OUT
SKU05686,CAT0681,WH0907,17,IN
SKU02261,CAT0211,WH0261,16,IN
SKU02612,CAT0670,WH0405,17,IN
SKU02351,CAT0439,WH0690,-10,OUT
SKU00434,CAT0728,WH0978,9,IN
SKU07954,CAT0880,WH0440,8,IN
SKU04020,CAT0044,WH0456,10,IN
SKU09713,CAT0462,WH0147,13,IN
SKU00069,CAT0696,WH0784,-5,OUT
SKU09788,CAT0242,WH0481,11,IN
SKU01982,CAT1000,WH0574,-5,OUT
SKU06106,CAT0350,WH0317,-1,OUT
SKU08672,CAT0281,WH0096,1,IN
SKU00881,CAT0921,WH0536,-5,OUT
SKU08750,CAT0051,WH0451,3,IN
SKU03773,CAT0915,WH0222,-9,OUT
